Realisation number,Variable,index,Lag-3 AC,Lag-6 AC,Smax,Standard deviation,Lag-1 AC,Coefficient of variation,Variance,Skewness,Kurtosis
62,Chlorella,0,-0.30277457349280557,0.5867889017060288,-0.43859649122807015,-0.530568878635177,-0.07874445995992958,-0.5061623459413515,-0.530568878635177,0.06465909780826909,-0.4573492805537005
62,Brachionus,0,0.006860542772144983,0.3473377451278004,-0.3567251461988304,-0.3914152146196346,-0.04620241636816223,-0.4225001517819198,-0.3914152146196346,0.3968793637301925,-0.23149778398397186
63,Chlorella,0,0.29500333920223426,-0.6173881367251534,0.5672514619883041,0.39517940622913,0.4115718535608039,0.40962904498816105,0.39517940622913,0.5730678161617389,-0.2364762309513691
63,Brachionus,0,-0.31904559528868925,-0.8139760791694495,0.5555555555555555,0.42116447088822784,0.25906138060834194,0.41375751320502707,0.42116447088822784,-0.37271568210794737,-0.6183595410114748
64,Chlorella,0,0.531176006314128,-0.20539129378908388,0.6491228070175439,0.7028717139214378,0.6511444356748225,0.6787080322991926,0.7028717139214378,0.3572946390625949,0.24242608220508774
64,Brachionus,0,0.51199077165928,0.3083601481391537,0.6959064327485379,0.6986218201687816,0.7386922469795398,0.701657458563536,0.6986218201687816,-0.37320138425110805,0.30447453099386806
65,Chlorella,0,-0.5121121971950702,-0.006131989557403923,-0.6374269005847952,-0.3526804687025682,-0.4055005767712951,-0.4125432578471253,-0.3526804687025682,0.6047598810029751,0.8092404832736325
65,Brachionus,0,-0.355958958168903,0.12828607856232166,-0.6725146198830408,-0.4719203448485217,-0.33968793637301925,-0.4365855139335803,-0.4719203448485217,-0.2857749984821808,0.7343209276910936
66,Chlorella,0,-0.544289964179467,-0.7810697589703116,-0.7309941520467835,-0.6076740938619393,-0.49826968611499,-0.6058527108250866,-0.6076740938619393,0.7770627162892357,0.7754841843239635
66,Brachionus,0,-0.636330520308421,-0.5625037945479936,-0.7660818713450293,-0.6886649262339871,-0.7101572460688484,-0.6937647987371746,-0.6886649262339871,-0.7375994171574283,0.724364033756299
67,Chlorella,0,0.7777912695039767,-0.380729767470099,0.3216374269005848,-0.3730799587153179,0.795883674336713,-0.3735656608584786,-0.3730799587153179,-0.2582114018578108,0.4511565782284015
67,Brachionus,0,0.5213405379151237,-0.06502337441563961,0.2982456140350877,-0.0786230344241394,0.2634326998967883,-0.07145892781251899,-0.0786230344241394,0.43998542893570525,0.7635844818165262
68,Chlorella,0,-0.43694979054095084,0.2041770384311821,-0.6257309941520467,-0.7990407382672576,-0.5493898366826544,-0.7990407382672576,-0.7990407382672576,0.6011171149292697,-0.2442474652419404
68,Brachionus,0,-0.3656730010321171,0.28723210491166296,-0.48538011695906425,-0.7673486734260215,-0.5866674761702387,-0.7544775666322628,-0.7673486734260215,-0.6938862242729646,-0.5043409629044989
69,Chlorella,0,0.13617873838868316,-0.6213951794062291,-0.14619883040935672,-0.760791694493352,0.6290449881610103,-0.7558132475259548,-0.760791694493352,-0.3535304474530994,-0.5009410479023739
69,Brachionus,0,-0.37089429907109467,-0.49511262218444546,-0.52046783625731,-0.6738510108675856,0.08736567300103212,-0.6679011596138669,-0.6738510108675856,0.6773723514055007,-0.15487827090037037
70,Chlorella,0,-0.26173274239572586,0.25845425292939106,-0.07602339181286549,-0.15609252625827214,-0.3387165320866979,-0.1956772509258697,-0.15609252625827214,-0.27848946633477023,-0.7184141825025804
70,Brachionus,0,-0.19069880395847247,-0.17430635662679864,0.05263157894736842,-0.20223422985853928,-0.20478416611013298,-0.1791633780584057,-0.20223422985853928,0.32110982939712224,-0.5530326027563597
71,Chlorella,0,-0.7253354380426205,0.5531540282921499,0.43859649122807015,0.7203569910752232,-0.68380790480238,0.7214498208973348,0.7203569910752232,0.2668326148989133,-0.36798008621213046
71,Brachionus,0,-0.7748770566450125,-0.4001578531965273,0.12280701754385964,0.3479448728067513,-0.6278307328031086,0.3593588731710279,0.3479448728067513,-0.3014388925991136,-0.7363851617995265
72,Chlorella,0,-0.5459899216805294,-0.6450731588853137,-0.22807017543859648,-0.07328031084937163,-0.24959018881670816,-0.03369558618177403,-0.07328031084937163,0.5631109222269444,-0.28868921134114506
